ID,Long,Lat,Source,Network,Intensity,PGA,PGV,Distance,VS30,HNZ_PGA,HNN_PGA,HNE_PGA,HNZ_PGV,HNN_PGV,HNE_PGV,HNZ_sa(0.3),HNN_sa(0.3),HNE_sa(0.3),HNZ_sa(1.0),HNN_sa(1.0),HNE_sa(1.0),HNZ_sa(3.0),HNN_sa(3.0),HNE_sa(3.0)
DYFI.UTM:(11S 0370 3746 1000),-118.39980,33.85080,DYFI,DYFI,4.1,2.1804,2.9842,213.118,323.02,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3747 1000),-118.40000,33.85990,DYFI,DYFI,3.1,Null,Null,212.219,327.04,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3748 1000),-118.40010,33.86890,DYFI,DYFI,4.1,2.1925,2.9842,211.328,327.04,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3749 1000),-118.40020,33.87790,DYFI,DYFI,3.8,Null,Null,210.437,322.91,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3750 1000),-118.40040,33.88690,DYFI,DYFI,3.9,Null,Null,209.551,322.91,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3751 1000),-118.40050,33.89590,DYFI,DYFI,3.7,Null,Null,208.663,312.4,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3754 1000),-118.40100,33.92300,DYFI,DYFI,3.7,Null,Null,206.001,310.84,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3755 1000),-118.40110,33.93200,DYFI,DYFI,3.7,Null,Null,205.116,327.48,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3756 1000),-118.40130,33.94100,DYFI,DYFI,3.2,Null,Null,204.237,327.48,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3757 1000),-118.40140,33.95000,DYFI,DYFI,3.2,Null,Null,203.354,333.34,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3758 1000),-118.40160,33.95900,DYFI,DYFI,3.8,Null,Null,202.477,351.92,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3759 1000),-118.40170,33.96810,DYFI,DYFI,3.4,Null,Null,201.587,351.92,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3760 1000),-118.40190,33.97710,DYFI,DYFI,5,5.3643,6.1283,200.712,280.18,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3762 1000),-118.40220,33.99510,DYFI,DYFI,3.4,Null,Null,198.961,273.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3763 1000),-118.40230,34.00410,DYFI,DYFI,3.5,Null,Null,198.085,273.03,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3764 1000),-118.40250,34.01310,DYFI,DYFI,3.7,Null,Null,197.215,272.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3765 1000),-118.40260,34.02220,DYFI,DYFI,4.1,2.3013,2.9842,196.331,272.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3766 1000),-118.40280,34.03120,DYFI,DYFI,4.2,2.6777,3.4212,195.463,340.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3767 1000),-118.40290,34.04020,DYFI,DYFI,3.7,Null,Null,194.592,340.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3769 1000),-118.40320,34.05820,DYFI,DYFI,3.9,Null,Null,192.858,344.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3770 1000),-118.40340,34.06720,DYFI,DYFI,3.9,Null,Null,191.995,272.25,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3771 1000),-118.40350,34.07630,DYFI,DYFI,3.4,Null,Null,191.120,302.2,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3778 1000),-118.40450,34.13940,DYFI,DYFI,3.7,Null,Null,185.098,377.73,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3779 1000),-118.40470,34.14840,DYFI,DYFI,4.4,3.747,3.9579,184.248,295.55,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3781 1000),-118.40500,34.16640,DYFI,DYFI,4.3,3.2495,3.6798,182.546,297.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3784 1000),-118.40540,34.19350,DYFI,DYFI,3.8,Null,Null,179.994,321.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3787 1000),-118.40590,34.22050,DYFI,DYFI,4.2,2.8534,3.4212,177.470,318.06,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0370 3811 1000),-118.40950,34.43690,DYFI,DYFI,4.1,2.657,2.9842,157.809,462.44,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3736 1000),-118.38750,33.76080,DYFI,DYFI,3.4,Null,Null,221.655,315.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3738 1000),-118.38780,33.77880,DYFI,DYFI,3.7,Null,Null,219.854,308.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3739 1000),-118.38800,33.78780,DYFI,DYFI,3.9,Null,Null,218.956,308.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3740 1000),-118.38810,33.79690,DYFI,DYFI,4,1.8513,2.5515,218.046,305.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3742 1000),-118.38840,33.81490,DYFI,DYFI,4,1.8614,2.5515,216.251,310.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3743 1000),-118.38860,33.82390,DYFI,DYFI,3.3,Null,Null,215.357,310.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3744 1000),-118.38870,33.83290,DYFI,DYFI,3.8,Null,Null,214.460,317.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3745 1000),-118.38890,33.84190,DYFI,DYFI,3.8,Null,Null,213.568,307.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3746 1000),-118.38900,33.85100,DYFI,DYFI,3.7,Null,Null,212.662,307.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3747 1000),-118.38910,33.86000,DYFI,DYFI,3.6,Null,Null,211.768,308.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3748 1000),-118.38930,33.86900,DYFI,DYFI,2.8,Null,Null,210.879,308.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3749 1000),-118.38940,33.87800,DYFI,DYFI,3.9,Null,Null,209.986,315.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3750 1000),-118.38960,33.88700,DYFI,DYFI,3.9,Null,Null,209.099,315.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3757 1000),-118.39060,33.95010,DYFI,DYFI,4.3,3.0312,3.6798,202.888,334.26,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3758 1000),-118.39080,33.95920,DYFI,DYFI,3.6,Null,Null,201.999,344.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3759 1000),-118.39090,33.96820,DYFI,DYFI,3.4,Null,Null,201.116,344.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3761 1000),-118.39120,33.98620,DYFI,DYFI,4,1.9638,2.5515,199.359,354.96,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3762 1000),-118.39130,33.99520,DYFI,DYFI,3.6,Null,Null,198.480,335.14,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3763 1000),-118.39150,34.00420,DYFI,DYFI,2.6,Null,Null,197.606,335.14,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3764 1000),-118.39160,34.01330,DYFI,DYFI,4.8,4.7628,5.2973,196.720,333.48,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3765 1000),-118.39180,34.02230,DYFI,DYFI,3.9,Null,Null,195.849,272.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3766 1000),-118.39190,34.03130,DYFI,DYFI,3.4,Null,Null,194.974,340.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3767 1000),-118.39210,34.04030,DYFI,DYFI,4,1.9986,2.5515,194.105,340.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3768 1000),-118.39220,34.04930,DYFI,DYFI,4.3,3.1301,3.6798,193.233,344.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3769 1000),-118.39240,34.05830,DYFI,DYFI,4,2.0104,2.5515,192.367,344.79,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3770 1000),-118.39250,34.06740,DYFI,DYFI,5.5,7.4179,8.8221,191.488,272.25,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3771 1000),-118.39270,34.07640,DYFI,DYFI,4.1,2.3464,2.9842,190.624,302.2,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3772 1000),-118.39280,34.08540,DYFI,DYFI,4.5,3.9912,4.2571,189.757,302.2,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3774 1000),-118.39310,34.10340,DYFI,DYFI,2.7,Null,Null,188.031,730.83,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3779 1000),-118.39390,34.14850,DYFI,DYFI,4.4,3.7539,3.9579,183.734,295.55,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3780 1000),-118.39400,34.15750,DYFI,DYFI,4,2.0785,2.5515,182.878,295.55,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3781 1000),-118.39420,34.16650,DYFI,DYFI,4.9,5.1783,5.6977,182.028,297.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3784 1000),-118.39460,34.19360,DYFI,DYFI,5.7,8.5526,10.2061,179.468,321.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3786 1000),-118.39490,34.21160,DYFI,DYFI,4.3,3.3066,3.6798,177.777,318.06,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3798 1000),-118.39670,34.31980,DYFI,DYFI,3.4,Null,Null,167.753,523.3,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0371 3957 1000),-118.42130,35.75310,DYFI,DYFI,5.3,8.8507,7.6257,64.246,534.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3736 1000),-118.37670,33.76090,DYFI,DYFI,3.5,Null,Null,221.231,315.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3738 1000),-118.37700,33.77900,DYFI,DYFI,3,Null,Null,219.416,308.51,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3741 1000),-118.37750,33.80600,DYFI,DYFI,3.4,Null,Null,216.717,305.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3743 1000),-118.37780,33.82400,DYFI,DYFI,3.8,Null,Null,214.921,310.24,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3744 1000),-118.37790,33.83310,DYFI,DYFI,3.9,Null,Null,214.012,317.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3745 1000),-118.37800,33.84210,DYFI,DYFI,4.3,2.9347,3.6798,213.114,307.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3746 1000),-118.37820,33.85110,DYFI,DYFI,3.6,Null,Null,212.221,307.61,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3747 1000),-118.37830,33.86010,DYFI,DYFI,3.9,Null,Null,211.324,308.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3748 1000),-118.37850,33.86910,DYFI,DYFI,3.4,Null,Null,210.433,308.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3749 1000),-118.37860,33.87810,DYFI,DYFI,3.7,Null,Null,209.539,315.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3750 1000),-118.37880,33.88720,DYFI,DYFI,3.2,Null,Null,208.639,315.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3752 1000),-118.37910,33.90520,DYFI,DYFI,3.5,Null,Null,206.860,314.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3757 1000),-118.37980,33.95030,DYFI,DYFI,4.2,2.6168,3.4212,202.415,334.26,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3758 1000),-118.37990,33.95930,DYFI,DYFI,4.5,3.9255,4.2571,201.530,344.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3759 1000),-118.38010,33.96830,DYFI,DYFI,4.1,2.2686,2.9842,200.650,344.67,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3760 1000),-118.38020,33.97730,DYFI,DYFI,3.6,Null,Null,199.766,354.96,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3761 1000),-118.38040,33.98630,DYFI,DYFI,3.5,Null,Null,198.889,354.96,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3766 1000),-118.38110,34.03140,DYFI,DYFI,4.3,3.1167,3.6798,194.493,260.21,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3767 1000),-118.38120,34.04040,DYFI,DYFI,3.7,Null,Null,193.618,260.21,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3768 1000),-118.38140,34.04950,DYFI,DYFI,4.9,5.0973,5.6977,192.738,283.12,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3769 1000),-118.38150,34.05850,DYFI,DYFI,4.4,3.6484,3.9579,191.865,278.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3770 1000),-118.38170,34.06750,DYFI,DYFI,3.7,Null,Null,190.998,278.53,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3771 1000),-118.38180,34.07650,DYFI,DYFI,4.1,2.3505,2.9842,190.127,304.74,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3772 1000),-118.38200,34.08550,DYFI,DYFI,4,2.0321,2.5515,189.263,304.74,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3778 1000),-118.38290,34.13960,DYFI,DYFI,4.1,2.401,2.9842,184.079,418.17,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3779 1000),-118.38300,34.14860,DYFI,DYFI,4,2.0759,2.5515,183.219,314.87,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3780 1000),-118.38320,34.15760,DYFI,DYFI,4,2.0823,2.5515,182.365,314.87,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3781 1000),-118.38330,34.16670,DYFI,DYFI,4.2,2.8115,3.4212,181.499,310.6,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3782 1000),-118.38350,34.17570,DYFI,DYFI,4,2.0953,2.5515,180.648,318.58,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3783 1000),-118.38360,34.18470,DYFI,DYFI,3.5,Null,Null,179.794,318.58,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3785 1000),-118.38390,34.20270,DYFI,DYFI,4.3,3.3027,3.6798,178.095,324.14,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3786 1000),-118.38400,34.21170,DYFI,DYFI,3.2,Null,Null,177.245,325.9,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3793 1000),-118.38510,34.27490,DYFI,DYFI,4,2.1695,2.5515,171.344,392.32,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0372 3811 1000),-118.38770,34.43710,DYFI,DYFI,4.1,2.6705,2.9842,156.604,365.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3736 1000),-118.36600,33.76100,DYFI,DYFI,3.1,Null,Null,220.815,316.35,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0373 3737 1000),-118.36610,33.77010,DYFI,DYFI,3.7,Null,Null,219.898,316.35,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
